10,0.00000,0.00000,0.00000,0.00000
20,0.00000,0.00000,0.00000,0.00000
40,0.01562,0.00000,0.01562,0.00000
80,0.04688,0.06250,0.04688,0.04688
160,0.43750,0.42188,0.43750,0.39062
320,3.92188,3.50000,3.64062,2.89062
640,29.96875,27.48438,30.14062,22.54688
