10,0.00000,0.00000,0.00000,0.00000
20,0.00000,0.00000,0.00000,0.00000
40,0.00000,0.00000,0.00000,0.00000
80,0.00000,0.00000,0.00000,0.00000
160,0.03125,0.01562,0.00000,0.00000
320,0.21875,0.17188,0.04688,0.03125
640,2.46875,1.53125,1.00000,0.18750
1280,22.71875,11.17188,8.06250,1.67188
