10,0.00000,0.00000,0.00000,0.00000
20,0.00000,0.00000,0.00000,0.00000
40,0.00000,0.00000,0.00000,0.00000
80,0.00000,0.00000,0.00000,0.00000
160,0.01562,0.03125,0.00000,0.00000
320,0.20312,0.17188,0.06250,0.01562
640,2.23438,1.45312,0.82812,0.18750
1280,21.17188,11.07812,6.37500,1.34375
